?????? (?)	????????? ?? ($)	????????? ?? ($)	??????????	??????????? (%)
21	-9900	-9800	1	0,0014
21	-9800	-9700	4	0,0057
21	-9700	-9600	4	0,0057
21	-9600	-9500	1	0,0014
21	-9500	-9400	5	0,0071
21	-9400	-9300	2	0,0029
21	-9300	-9200	6	0,0086
21	-9200	-9100	5	0,0071
21	-9100	-9000	3	0,0043
21	-9000	-8900	3	0,0043
21	-8900	-8800	4	0,0057
21	-8800	-8700	2	0,0029
21	-8700	-8600	2	0,0029
21	-8600	-8500	3	0,0043
21	-8400	-8300	3	0,0043
21	-8300	-8200	8	0,0114
21	-8200	-8100	6	0,0086
21	-8000	-7900	6	0,0086
21	-7900	-7800	4	0,0057
21	-7800	-7700	9	0,0128
21	-7700	-7600	3	0,0043
21	-7600	-7500	3	0,0043
21	-7500	-7400	3	0,0043
21	-7400	-7300	5	0,0071
21	-7300	-7200	2	0,0029
21	-7200	-7100	7	0,01
21	-7100	-7000	2	0,0029
21	-7000	-6900	9	0,0128
21	-6900	-6800	5	0,0071
21	-6800	-6700	10	0,0143
21	-6700	-6600	10	0,0143
21	-6600	-6500	12	0,0171
21	-6500	-6400	11	0,0157
21	-6400	-6300	7	0,01
21	-6300	-6200	6	0,0086
21	-6200	-6100	18	0,0257
21	-6100	-6000	16	0,0228
21	-6000	-5900	27	0,0385
21	-5900	-5800	15	0,0214
21	-5800	-5700	20	0,0285
21	-5700	-5600	10	0,0143
21	-5600	-5500	24	0,0342
21	-5500	-5400	16	0,0228
21	-5400	-5300	25	0,0357
21	-5300	-5200	24	0,0342
21	-5200	-5100	25	0,0357
21	-5100	-5000	32	0,0457
21	-5000	-4900	27	0,0385
21	-4900	-4800	35	0,0499
21	-4800	-4700	34	0,0485
21	-4700	-4600	41	0,0585
21	-4600	-4500	32	0,0457
21	-4500	-4400	31	0,0442
21	-4400	-4300	29	0,0414
21	-4300	-4200	40	0,0571
21	-4200	-4100	51	0,0728
21	-4100	-4000	57	0,0813
21	-4000	-3900	70	0,0999
21	-3900	-3800	56	0,0799
21	-3800	-3700	81	0,1156
21	-3700	-3600	83	0,1184
21	-3600	-3500	101	0,1441
21	-3500	-3400	108	0,1541
21	-3400	-3300	136	0,1941
21	-3300	-3200	143	0,204
21	-3200	-3100	155	0,2212
21	-3100	-3000	159	0,2269
21	-3000	-2900	174	0,2483
21	-2900	-2800	214	0,3053
21	-2800	-2700	236	0,3367
21	-2700	-2600	219	0,3125
21	-2600	-2500	252	0,3596
21	-2500	-2400	266	0,3795
21	-2400	-2300	274	0,391
21	-2300	-2200	269	0,3838
21	-2200	-2100	315	0,4495
21	-2100	-2000	360	0,5137
21	-2000	-1900	401	0,5722
21	-1900	-1800	404	0,5765
21	-1800	-1700	461	0,6578
21	-1700	-1600	474	0,6763
21	-1600	-1500	512	0,7306
21	-1500	-1400	586	0,8361
21	-1400	-1300	627	0,8946
21	-1300	-1200	769	1,0973
21	-1200	-1100	833	1,1886
21	-1100	-1000	938	1,3384
21	-1000	-900	1069	1,5253
21	-900	-800	1168	1,6666
21	-800	-700	1289	1,8392
21	-700	-600	1468	2,0946
21	-600	-500	1837	2,6211
21	-500	-400	2132	3,0421
21	-400	-300	2458	3,5072
21	-300	-200	2977	4,2478
21	-200	-100	4120	5,8787
21	-100	0	5126	7,3141
21	0	100	5249	7,4896
21	100	200	3915	5,5862
21	200	300	3130	4,4661
21	300	400	2595	3,7027
21	400	500	2178	3,1077
21	500	600	1903	2,7153
21	600	700	1616	2,3058
21	700	800	1446	2,0632
21	800	900	1221	1,7422
21	900	1000	1105	1,5767
21	1000	1100	959	1,3684
21	1100	1200	898	1,2813
21	1200	1300	793	1,1315
21	1300	1400	752	1,073
21	1400	1500	694	0,9902
21	1500	1600	621	0,8861
21	1600	1700	628	0,8961
21	1700	1800	568	0,8105
21	1800	1900	499	0,712
21	1900	2000	461	0,6578
21	2000	2100	421	0,6007
21	2100	2200	374	0,5336
21	2200	2300	282	0,4024
21	2300	2400	292	0,4166
21	2400	2500	244	0,3482
21	2500	2600	246	0,351
21	2600	2700	210	0,2996
21	2700	2800	225	0,321
21	2800	2900	171	0,244
21	2900	3000	190	0,2711
21	3000	3100	147	0,2097
21	3100	3200	152	0,2169
21	3200	3300	133	0,1898
21	3300	3400	130	0,1855
21	3400	3500	144	0,2055
21	3500	3600	127	0,1812
21	3600	3700	91	0,1298
21	3700	3800	94	0,1341
21	3800	3900	88	0,1256
21	3900	4000	73	0,1042
21	4000	4100	93	0,1327
21	4100	4200	76	0,1084
21	4200	4300	64	0,0913
21	4300	4400	60	0,0856
21	4400	4500	56	0,0799
21	4500	4600	45	0,0642
21	4600	4700	42	0,0599
21	4700	4800	35	0,0499
21	4800	4900	41	0,0585
21	4900	5000	26	0,0371
21	5000	5100	30	0,0428
21	5100	5200	20	0,0285
21	5200	5300	28	0,04
21	5300	5400	23	0,0328
21	5400	5500	23	0,0328
21	5500	5600	23	0,0328
21	5600	5700	12	0,0171
21	5700	5800	15	0,0214
21	5800	5900	10	0,0143
21	5900	6000	13	0,0185
21	6000	6100	5	0,0071
21	6100	6200	8	0,0114
21	6200	6300	3	0,0043
21	6300	6400	6	0,0086
21	6400	6500	13	0,0185
21	6500	6600	4	0,0057
21	6600	6700	11	0,0157
21	6700	6800	11	0,0157
21	6800	6900	10	0,0143
21	6900	7000	11	0,0157
21	7000	7100	5	0,0071
21	7100	7200	11	0,0157
21	7200	7300	8	0,0114
21	7300	7400	9	0,0128
21	7400	7500	6	0,0086
21	7500	7600	3	0,0043
21	7600	7700	4	0,0057
21	7700	7800	1	0,0014
21	7800	7900	5	0,0071
21	7900	8000	4	0,0057
21	8000	8100	2	0,0029
21	8100	8200	1	0,0014
21	8200	8300	4	0,0057
21	8300	8400	1	0,0014
21	8400	8500	1	0,0014
21	8500	8600	2	0,0029
21	8600	8700	1	0,0014
22	-13100	-13000	1	0,0014
22	-11100	-11000	1	0,0014
22	-11000	-10900	1	0,0014
22	-10600	-10500	1	0,0014
22	-10500	-10400	1	0,0014
22	-10400	-10300	1	0,0014
22	-10200	-10100	3	0,0043
22	-10100	-10000	1	0,0014
22	-10000	-9900	2	0,0029
22	-9900	-9800	1	0,0014
22	-9800	-9700	3	0,0043
22	-9700	-9600	5	0,0071
22	-9600	-9500	3	0,0043
22	-9500	-9400	5	0,0071
22	-9400	-9300	3	0,0043
22	-9300	-9200	6	0,0086
22	-9200	-9100	2	0,0029
22	-9100	-9000	3	0,0043
22	-9000	-8900	5	0,0071
22	-8900	-8800	4	0,0057
22	-8800	-8700	2	0,0029
22	-8700	-8600	4	0,0057
22	-8600	-8500	5	0,0071
22	-8500	-8400	3	0,0043
22	-8400	-8300	2	0,0029
22	-8300	-8200	5	0,0071
22	-8200	-8100	6	0,0086
22	-8100	-8000	9	0,0128
22	-8000	-7900	4	0,0057
22	-7900	-7800	3	0,0043
22	-7800	-7700	2	0,0029
22	-7700	-7600	5	0,0071
22	-7600	-7500	6	0,0086
22	-7500	-7400	6	0,0086
22	-7400	-7300	1	0,0014
22	-7300	-7200	7	0,01
22	-7200	-7100	6	0,0086
22	-7100	-7000	5	0,0071
22	-7000	-6900	8	0,0114
22	-6900	-6800	7	0,01
22	-6800	-6700	7	0,01
22	-6700	-6600	12	0,0171
22	-6600	-6500	12	0,0171
22	-6500	-6400	5	0,0071
22	-6400	-6300	10	0,0143
22	-6300	-6200	14	0,02
22	-6200	-6100	14	0,02
22	-6100	-6000	19	0,0271
22	-6000	-5900	17	0,0243
22	-5900	-5800	13	0,0185
22	-5800	-5700	22	0,0314
22	-5700	-5600	21	0,03
22	-5600	-5500	24	0,0342
22	-5500	-5400	25	0,0357
22	-5400	-5300	20	0,0285
22	-5300	-5200	16	0,0228
22	-5200	-5100	32	0,0457
22	-5100	-5000	32	0,0457
22	-5000	-4900	26	0,0371
22	-4900	-4800	32	0,0457
22	-4800	-4700	34	0,0485
22	-4700	-4600	36	0,0514
22	-4600	-4500	36	0,0514
22	-4500	-4400	31	0,0442
22	-4400	-4300	40	0,0571
22	-4300	-4200	48	0,0685
22	-4200	-4100	53	0,0756
22	-4100	-4000	50	0,0713
22	-4000	-3900	79	0,1127
22	-3900	-3800	64	0,0913
22	-3800	-3700	88	0,1256
22	-3700	-3600	92	0,1313
22	-3600	-3500	110	0,157
22	-3500	-3400	134	0,1912
22	-3400	-3300	124	0,1769
22	-3300	-3200	175	0,2497
22	-3200	-3100	145	0,2069
22	-3100	-3000	186	0,2654
22	-3000	-2900	167	0,2383
22	-2900	-2800	213	0,3039
22	-2800	-2700	194	0,2768
22	-2700	-2600	232	0,331
22	-2600	-2500	230	0,3282
22	-2500	-2400	272	0,3881
22	-2400	-2300	298	0,4252
22	-2300	-2200	283	0,4038
22	-2200	-2100	354	0,5051
22	-2100	-2000	390	0,5565
22	-2000	-1900	410	0,585
22	-1900	-1800	441	0,6293
22	-1800	-1700	456	0,6507
22	-1700	-1600	468	0,6678
22	-1600	-1500	554	0,7905
22	-1500	-1400	540	0,7705
22	-1400	-1300	638	0,9104
22	-1300	-1200	749	1,0687
22	-1200	-1100	831	1,1858
22	-1100	-1000	933	1,3313
22	-1000	-900	1081	1,5425
22	-900	-800	1192	1,7009
22	-800	-700	1316	1,8778
22	-700	-600	1521	2,1703
22	-600	-500	1765	2,5185
22	-500	-400	2184	3,1163
22	-400	-300	2420	3,4531
22	-300	-200	2965	4,2308
22	-200	-100	3932	5,6106
22	-100	0	5061	7,2215
22	0	100	5175	7,3842
22	100	200	3837	5,475
22	200	300	3000	4,2807
22	300	400	2557	3,6486
22	400	500	2156	3,0764
22	500	600	1828	2,6084
22	600	700	1644	2,3458
22	700	800	1465	2,0904
22	800	900	1256	1,7922
22	900	1000	1134	1,6181
22	1000	1100	1018	1,4526
22	1100	1200	881	1,2571
22	1200	1300	827	1,18
22	1300	1400	746	1,0645
22	1400	1500	693	0,9888
22	1500	1600	623	0,889
22	1600	1700	632	0,9018
22	1700	1800	550	0,7848
22	1800	1900	521	0,7434
22	1900	2000	476	0,6792
22	2000	2100	422	0,6022
22	2100	2200	380	0,5422
22	2200	2300	333	0,4752
22	2300	2400	274	0,391
22	2400	2500	265	0,3781
22	2500	2600	235	0,3353
22	2600	2700	222	0,3168
22	2700	2800	204	0,2911
22	2800	2900	197	0,2811
22	2900	3000	175	0,2497
22	3000	3100	177	0,2526
22	3100	3200	156	0,2226
22	3200	3300	142	0,2026
22	3300	3400	111	0,1584
22	3400	3500	138	0,1969
22	3500	3600	139	0,1983
22	3600	3700	120	0,1712
22	3700	3800	106	0,1513
22	3800	3900	94	0,1341
22	3900	4000	83	0,1184
22	4000	4100	86	0,1227
22	4100	4200	82	0,117
22	4200	4300	90	0,1284
22	4300	4400	51	0,0728
22	4400	4500	72	0,1027
22	4500	4600	52	0,0742
22	4600	4700	32	0,0457
22	4700	4800	35	0,0499
22	4800	4900	38	0,0542
22	4900	5000	31	0,0442
22	5000	5100	22	0,0314
22	5100	5200	27	0,0385
22	5200	5300	40	0,0571
22	5300	5400	23	0,0328
22	5400	5500	27	0,0385
22	5500	5600	22	0,0314
22	5600	5700	9	0,0128
22	5700	5800	18	0,0257
22	5800	5900	14	0,02
22	5900	6000	14	0,02
22	6000	6100	7	0,01
22	6100	6200	10	0,0143
22	6200	6300	8	0,0114
22	6300	6400	11	0,0157
22	6400	6500	15	0,0214
22	6500	6600	10	0,0143
22	6600	6700	10	0,0143
22	6700	6800	7	0,01
22	6800	6900	10	0,0143
22	6900	7000	8	0,0114
22	7000	7100	13	0,0185
22	7100	7200	7	0,01
22	7200	7300	5	0,0071
22	7300	7400	5	0,0071
22	7400	7500	10	0,0143
22	7500	7600	8	0,0114
22	7600	7700	3	0,0043
22	7700	7800	2	0,0029
22	7800	7900	3	0,0043
22	7900	8000	3	0,0043
22	8000	8100	4	0,0057
22	8100	8200	2	0,0029
22	8200	8300	4	0,0057
22	8300	8400	2	0,0029
22	8600	8700	2	0,0029
23	-13200	-13100	1	0,0014
23	-11300	-11200	1	0,0014
23	-11100	-11000	1	0,0014
23	-11000	-10900	1	0,0014
23	-10900	-10800	1	0,0014
23	-10800	-10700	1	0,0014
23	-10700	-10600	2	0,0029
23	-10600	-10500	2	0,0029
23	-10100	-10000	2	0,0029
23	-10000	-9900	4	0,0057
23	-9900	-9800	2	0,0029
23	-9800	-9700	2	0,0029
23	-9700	-9600	1	0,0014
23	-9600	-9500	7	0,01
23	-9500	-9400	3	0,0043
23	-9400	-9300	3	0,0043
23	-9300	-9200	4	0,0057
23	-9200	-9100	4	0,0057
23	-9100	-9000	3	0,0043
23	-9000	-8900	3	0,0043
23	-8900	-8800	7	0,01
23	-8800	-8700	6	0,0086
23	-8700	-8600	4	0,0057
23	-8600	-8500	3	0,0043
23	-8500	-8400	2	0,0029
23	-8400	-8300	2	0,0029
23	-8300	-8200	8	0,0114
23	-8200	-8100	5	0,0071
23	-8100	-8000	7	0,01
23	-8000	-7900	8	0,0114
23	-7900	-7800	4	0,0057
23	-7800	-7700	3	0,0043
23	-7700	-7600	5	0,0071
23	-7600	-7500	2	0,0029
23	-7500	-7400	2	0,0029
23	-7400	-7300	6	0,0086
23	-7300	-7200	5	0,0071
23	-7200	-7100	8	0,0114
23	-7100	-7000	7	0,01
23	-7000	-6900	14	0,02
23	-6900	-6800	10	0,0143
23	-6800	-6700	7	0,01
23	-6700	-6600	10	0,0143
23	-6600	-6500	9	0,0128
23	-6500	-6400	10	0,0143
23	-6400	-6300	13	0,0186
23	-6300	-6200	14	0,02
23	-6200	-6100	16	0,0228
23	-6100	-6000	16	0,0228
23	-6000	-5900	17	0,0243
23	-5900	-5800	18	0,0257
23	-5800	-5700	22	0,0314
23	-5700	-5600	16	0,0228
23	-5600	-5500	23	0,0328
23	-5500	-5400	17	0,0243
23	-5400	-5300	20	0,0285
23	-5300	-5200	27	0,0385
23	-5200	-5100	24	0,0342
23	-5100	-5000	30	0,0428
23	-5000	-4900	37	0,0528
23	-4900	-4800	33	0,0471
23	-4800	-4700	37	0,0528
23	-4700	-4600	38	0,0542
23	-4600	-4500	37	0,0528
23	-4500	-4400	38	0,0542
23	-4400	-4300	43	0,0614
23	-4300	-4200	52	0,0742
23	-4200	-4100	57	0,0813
23	-4100	-4000	48	0,0685
23	-4000	-3900	75	0,107
23	-3900	-3800	80	0,1142
23	-3800	-3700	96	0,137
23	-3700	-3600	77	0,1099
23	-3600	-3500	96	0,137
23	-3500	-3400	123	0,1755
23	-3400	-3300	144	0,2055
23	-3300	-3200	168	0,2397
23	-3200	-3100	209	0,2982
23	-3100	-3000	168	0,2397
23	-3000	-2900	180	0,2568
23	-2900	-2800	197	0,2811
23	-2800	-2700	210	0,2997
23	-2700	-2600	232	0,3311
23	-2600	-2500	272	0,3881
23	-2500	-2400	294	0,4195
23	-2400	-2300	272	0,3881
23	-2300	-2200	328	0,468
23	-2200	-2100	388	0,5537
23	-2100	-2000	402	0,5736
23	-2000	-1900	405	0,5779
23	-1900	-1800	409	0,5836
23	-1800	-1700	461	0,6578
23	-1700	-1600	461	0,6578
23	-1600	-1500	541	0,772
23	-1500	-1400	565	0,8062
23	-1400	-1300	678	0,9675
23	-1300	-1200	770	1,0987
23	-1200	-1100	833	1,1886
23	-1100	-1000	916	1,3071
23	-1000	-900	1049	1,4969
23	-900	-800	1272	1,8151
23	-800	-700	1328	1,895
23	-700	-600	1528	2,1804
23	-600	-500	1797	2,5642
23	-500	-400	2098	2,9937
23	-400	-300	2471	3,526
23	-300	-200	2894	4,1296
23	-200	-100	3808	5,4338
23	-100	0	4973	7,0962
23	0	100	5054	7,2118
23	100	200	3716	5,3025
23	200	300	2915	4,1595
23	300	400	2609	3,7229
23	400	500	2078	2,9652
23	500	600	1852	2,6427
23	600	700	1603	2,2874
23	700	800	1529	2,1818
23	800	900	1285	1,8336
23	900	1000	1101	1,5711
23	1000	1100	1068	1,524
23	1100	1200	891	1,2714
23	1200	1300	800	1,1416
23	1300	1400	766	1,093
23	1400	1500	669	0,9546
23	1500	1600	643	0,9175
23	1600	1700	633	0,9033
23	1700	1800	552	0,7877
23	1800	1900	521	0,7434
23	1900	2000	470	0,6707
23	2000	2100	437	0,6236
23	2100	2200	404	0,5765
23	2200	2300	331	0,4723
23	2300	2400	330	0,4709
23	2400	2500	271	0,3867
23	2500	2600	250	0,3567
23	2600	2700	221	0,3154
23	2700	2800	194	0,2768
23	2800	2900	178	0,254
23	2900	3000	200	0,2854
23	3000	3100	173	0,2469
23	3100	3200	164	0,234
23	3200	3300	159	0,2269
23	3300	3400	132	0,1884
23	3400	3500	137	0,1955
23	3500	3600	116	0,1655
23	3600	3700	117	0,167
23	3700	3800	111	0,1584
23	3800	3900	103	0,147
23	3900	4000	110	0,157
23	4000	4100	97	0,1384
23	4100	4200	77	0,1099
23	4200	4300	80	0,1142
23	4300	4400	71	0,1013
23	4400	4500	74	0,1056
23	4500	4600	63	0,0899
23	4600	4700	47	0,0671
23	4700	4800	35	0,0499
23	4800	4900	33	0,0471
23	4900	5000	32	0,0457
23	5000	5100	23	0,0328
23	5100	5200	27	0,0385
23	5200	5300	36	0,0514
23	5300	5400	32	0,0457
23	5400	5500	25	0,0357
23	5500	5600	33	0,0471
23	5600	5700	10	0,0143
23	5700	5800	17	0,0243
23	5800	5900	18	0,0257
23	5900	6000	13	0,0186
23	6000	6100	14	0,02
23	6100	6200	8	0,0114
23	6200	6300	15	0,0214
23	6300	6400	9	0,0128
23	6400	6500	13	0,0186
23	6500	6600	13	0,0186
23	6600	6700	9	0,0128
23	6700	6800	11	0,0157
23	6800	6900	4	0,0057
23	6900	7000	13	0,0186
23	7000	7100	11	0,0157
23	7100	7200	10	0,0143
23	7200	7300	6	0,0086
23	7300	7400	9	0,0128
23	7400	7500	2	0,0029
23	7500	7600	3	0,0043
23	7600	7700	7	0,01
23	7700	7800	5	0,0071
23	7800	7900	3	0,0043
23	7900	8000	1	0,0014
23	8000	8100	2	0,0029
23	8100	8200	4	0,0057
23	8200	8300	4	0,0057
23	8400	8500	3	0,0043
23	8600	8700	1	0,0014
23	8700	8800	1	0,0014
24	-13000	-12900	1	0,0014
24	-11300	-11200	1	0,0014
24	-11200	-11100	1	0,0014
24	-10900	-10800	1	0,0014
24	-10800	-10700	3	0,0043
24	-10600	-10500	4	0,0057
24	-10500	-10400	1	0,0014
24	-10400	-10300	3	0,0043
24	-10100	-10000	1	0,0014
24	-10000	-9900	2	0,0029
24	-9800	-9700	3	0,0043
24	-9700	-9600	3	0,0043
24	-9600	-9500	3	0,0043
24	-9500	-9400	5	0,0071
24	-9400	-9300	4	0,0057
24	-9300	-9200	6	0,0086
24	-9200	-9100	6	0,0086
24	-9100	-9000	5	0,0071
24	-9000	-8900	2	0,0029
24	-8900	-8800	5	0,0071
24	-8800	-8700	6	0,0086
24	-8700	-8600	3	0,0043
24	-8600	-8500	4	0,0057
24	-8500	-8400	3	0,0043
24	-8400	-8300	5	0,0071
24	-8300	-8200	4	0,0057
24	-8100	-8000	11	0,0157
24	-8000	-7900	4	0,0057
24	-7900	-7800	7	0,01
24	-7800	-7700	10	0,0143
24	-7700	-7600	1	0,0014
24	-7600	-7500	5	0,0071
24	-7500	-7400	7	0,01
24	-7400	-7300	5	0,0071
24	-7300	-7200	6	0,0086
24	-7200	-7100	6	0,0086
24	-7100	-7000	12	0,0171
24	-7000	-6900	5	0,0071
24	-6900	-6800	8	0,0114
24	-6800	-6700	10	0,0143
24	-6700	-6600	9	0,0128
24	-6600	-6500	14	0,02
24	-6500	-6400	10	0,0143
24	-6400	-6300	12	0,0171
24	-6300	-6200	17	0,0243
24	-6200	-6100	9	0,0128
24	-6100	-6000	17	0,0243
24	-6000	-5900	19	0,0271
24	-5900	-5800	23	0,0328
24	-5800	-5700	20	0,0285
24	-5700	-5600	24	0,0342
24	-5600	-5500	18	0,0257
24	-5500	-5400	15	0,0214
24	-5400	-5300	25	0,0357
24	-5300	-5200	21	0,03
24	-5200	-5100	35	0,0499
24	-5100	-5000	43	0,0614
24	-5000	-4900	25	0,0357
24	-4900	-4800	33	0,0471
24	-4800	-4700	45	0,0642
24	-4700	-4600	29	0,0414
24	-4600	-4500	41	0,0585
24	-4500	-4400	37	0,0528
24	-4400	-4300	49	0,0699
24	-4300	-4200	44	0,0628
24	-4200	-4100	59	0,0842
24	-4100	-4000	70	0,0999
24	-4000	-3900	69	0,0985
24	-3900	-3800	77	0,1099
24	-3800	-3700	88	0,1256
24	-3700	-3600	102	0,1456
24	-3600	-3500	117	0,167
24	-3500	-3400	132	0,1884
24	-3400	-3300	152	0,2169
24	-3300	-3200	158	0,2255
24	-3200	-3100	179	0,2554
24	-3100	-3000	181	0,2583
24	-3000	-2900	202	0,2883
24	-2900	-2800	208	0,2968
24	-2800	-2700	211	0,3011
24	-2700	-2600	242	0,3453
24	-2600	-2500	289	0,4124
24	-2500	-2400	273	0,3896
24	-2400	-2300	322	0,4595
24	-2300	-2200	315	0,4495
24	-2200	-2100	402	0,5736
24	-2100	-2000	400	0,5708
24	-2000	-1900	389	0,5551
24	-1900	-1800	423	0,6036
24	-1800	-1700	491	0,7006
24	-1700	-1600	481	0,6864
24	-1600	-1500	552	0,7877
24	-1500	-1400	605	0,8633
24	-1400	-1300	629	0,8976
24	-1300	-1200	756	1,0788
24	-1200	-1100	842	1,2015
24	-1100	-1000	900	1,2843
24	-1000	-900	1133	1,6168
24	-900	-800	1191	1,6995
24	-800	-700	1393	1,9878
24	-700	-600	1549	2,2104
24	-600	-500	1734	2,4744
24	-500	-400	2057	2,9353
24	-400	-300	2463	3,5147
24	-300	-200	2905	4,1454
24	-200	-100	3746	5,3455
24	-100	0	4780	6,821
24	0	100	4923	7,025
24	100	200	3689	5,2641
24	200	300	2978	4,2496
24	300	400	2532	3,6131
24	400	500	2111	3,0124
24	500	600	1870	2,6685
24	600	700	1659	2,3674
24	700	800	1481	2,1134
24	800	900	1246	1,778
24	900	1000	1110	1,5839
24	1000	1100	1061	1,514
24	1100	1200	837	1,1944
24	1200	1300	808	1,153
24	1300	1400	746	1,0645
24	1400	1500	729	1,0403
24	1500	1600	668	0,9532
24	1600	1700	577	0,8234
24	1700	1800	580	0,8276
24	1800	1900	575	0,8205
24	1900	2000	452	0,645
24	2000	2100	468	0,6678
24	2100	2200	388	0,5537
24	2200	2300	351	0,5009
24	2300	2400	305	0,4352
24	2400	2500	255	0,3639
24	2500	2600	287	0,4095
24	2600	2700	254	0,3625
24	2700	2800	219	0,3125
24	2800	2900	215	0,3068
24	2900	3000	160	0,2283
24	3000	3100	159	0,2269
24	3100	3200	174	0,2483
24	3200	3300	161	0,2297
24	3300	3400	145	0,2069
24	3400	3500	127	0,1812
24	3500	3600	112	0,1598
24	3600	3700	157	0,224
24	3700	3800	104	0,1484
24	3800	3900	129	0,1841
24	3900	4000	99	0,1413
24	4000	4100	93	0,1327
24	4100	4200	92	0,1313
24	4200	4300	75	0,107
24	4300	4400	83	0,1184
24	4400	4500	63	0,0899
24	4500	4600	72	0,1027
24	4600	4700	51	0,0728
24	4700	4800	45	0,0642
24	4800	4900	30	0,0428
24	4900	5000	35	0,0499
24	5000	5100	25	0,0357
24	5100	5200	29	0,0414
24	5200	5300	41	0,0585
24	5300	5400	31	0,0442
24	5400	5500	30	0,0428
24	5500	5600	21	0,03
24	5600	5700	31	0,0442
24	5700	5800	27	0,0385
24	5800	5900	14	0,02
24	5900	6000	21	0,03
24	6000	6100	13	0,0186
24	6100	6200	18	0,0257
24	6200	6300	11	0,0157
24	6300	6400	11	0,0157
24	6400	6500	15	0,0214
24	6500	6600	10	0,0143
24	6600	6700	10	0,0143
24	6700	6800	11	0,0157
24	6800	6900	11	0,0157
24	6900	7000	7	0,01
24	7000	7100	11	0,0157
24	7100	7200	5	0,0071
24	7200	7300	7	0,01
24	7300	7400	6	0,0086
24	7400	7500	6	0,0086
24	7500	7600	1	0,0014
24	7600	7700	3	0,0043
24	7700	7800	3	0,0043
24	7800	7900	4	0,0057
24	7900	8000	3	0,0043
24	8000	8100	3	0,0043
24	8100	8200	1	0,0014
24	8200	8300	3	0,0043
24	8300	8400	3	0,0043
24	8400	8500	1	0,0014
24	8500	8600	4	0,0057
24	8600	8700	2	0,0029
24	8700	8800	1	0,0014
24	8800	8900	1	0,0014
